kind,kwh_per_interval
discharge,294.76791666666657
discharge,283.9490166666667
discharge,250.65244999999993
discharge,205.06083333333333
discharge,191.1025166666666
discharge,69.9449964486397
charge,683.1858343140035
charge,723.7215407456725
charge,771.4676116194628
charge,787.7930426220516
charge,743.9767938599532
charge,729.070151944938
charge,794.6586195139828
charge,833.3333333333333
charge,833.3333333333333
charge,833.3333333333333
charge,833.3333333333333
charge,831.7954799417736
discharge,17.664312555098604
discharge,58.427095365130185
discharge,1.8785021818067662
charge,74.59967026451841
charge,78.91710792493768
discharge,142.66466666666656
discharge,187.22374999999988
discharge,215.28533333333326
discharge,244.41686666666646
discharge,281.46708333333333
discharge,315.42353333333324
discharge,322.90863333333334
charge,833.3333333333333
charge,813.3906924366953
charge,751.0400181875762
charge,312.3007516859068
charge,49.39677760119391
discharge,10.721450868136344
charge,2.463784637308663
charge,10.772574459155697
discharge,33.8667700977029
discharge,40.77890201685159
discharge,1.3919637589560807
charge,19.386949569591707
discharge,9.667810141580048
discharge,42.69198532552775
discharge,24.755970710076667
discharge,17.99676102030253
discharge,23.65596190731071
discharge,23.79121845844429
discharge,531.2404652317127
discharge,709.5616666666666
discharge,728.3235500000001
discharge,725.1084833333332
discharge,710.7566666666667
discharge,736.2878833333332
discharge,737.0414000000001
discharge,708.8716666666666
discharge,711.9875833333333
discharge,705.9392833333333
discharge,686.5883333333333
discharge,697.1692833333333
discharge,17.896848267770793
discharge,30.332972215133307
charge,6.513946264944934
charge,7.50367257339451
discharge,11.35427125905494
charge,3.7822969362093772
charge,774.2974227537902
charge,784.1481432406407
charge,27.103595275702787
charge,803.9356844123897
